,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
14,5129-JLPIS,male,0,No,No,-0.3023929662984405,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.3529456056630036,0.17768805707524432,No
15,3655-SNQYZ,female,0,Yes,Yes,1.4903413298592116,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.6105590417771916,2.475877681529266,No
16,8191-XWSZG,female,0,No,No,0.7976939881619369,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4675060142452372,-0.5560508161330804,No
17,9959-WOFKT,male,0,No,Yes,1.5718292524118322,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),1.3928341377064908,2.2495926306793175,No
18,4190-MFLUW,female,0,Yes,Yes,-0.9135523854430947,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),-0.3190486958265014,-0.7742621363716935,Yes
19,4183-MYFRB,female,0,No,No,-0.46536881140368164,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.8393807556031058,-0.18547540482207542,No
20,8779-QRDMV,male,1,No,No,-1.2802480369298872,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-0.8359375902233565,-0.9898704505662146,Yes
21,1680-VDCWW,male,0,Yes,No,-0.8320644628904741,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.495760391109374,-0.9181333687409043,No
22,1066-JKSGK,male,0,No,No,-1.2802480369298872,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4841262359300234,-0.9984736061356706,Yes
23,3638-WEABW,female,0,Yes,No,1.0421577558197985,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),-0.16281861198951006,0.5390426503656527,No
24,6322-HRPFA,male,0,Yes,Yes,0.6754621043330061,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),-0.17279074500038175,0.3030955940300073,No
25,6865-JZNKO,female,0,No,No,-0.09867315991688912,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.3157246514895444,-0.33208199947490835,No
26,6467-CHFZW,male,0,Yes,Yes,0.5939741817803856,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1485168789401314,1.0879019163236925,Yes
27,8665-UTDHZ,male,0,Yes,Yes,-1.2802480369298872,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,-1.150059780065818,-0.9940396721114126,Yes
28,5248-YGIJN,male,0,Yes,No,1.6125732136881425,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8460288442770204,1.802757966025724,No
29,8773-HHUOZ,female,0,No,Yes,-0.6283446565089227,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,-0.0032644838155611237,-0.5251015154562937,Yes
30,3841-NFECX,female,1,Yes,No,1.5718292524118322,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),1.0487955488314133,1.9781299834030968,No
31,4929-XIHVW,male,1,Yes,No,-1.239504075653577,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.0205411719672768,-0.9272218305219706,No
32,6827-IEAUQ,female,0,Yes,Yes,-0.22090504374581996,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,0.044934159070319335,-0.18037968960016687,No
33,7310-EGVHZ,male,0,No,No,-1.2802480369298872,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.4824642137615447,-0.9984515467624158,No
34,3413-BMNZE,male,1,No,No,-1.2802480369298872,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.6497911073537496,-0.9873998007616529,No
35,6234-RAAPL,female,0,Yes,Yes,1.6125732136881425,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),1.1667991227933967,2.1919956071104716,No
36,6047-YHPVI,male,0,No,No,-1.117272191824646,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.1629377330323022,-0.8675512258671538,Yes
37,6572-ADKRS,female,0,No,No,0.5532302205040753,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.3324639942171226,0.5581019488579861,No
38,5380-WJKOV,male,0,No,No,0.06430268518835199,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3811999825271402,0.5585210769498313,Yes
39,8168-UQWWF,female,0,No,No,-0.8728084241667844,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.0986562138857725,-0.5196749096355598,Yes
40,8865-TNMNX,male,0,Yes,Yes,-0.9135523854430947,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,-0.5068572008645872,-0.7974906564092247,No
41,9489-DEDVP,female,0,Yes,Yes,1.531085291135522,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),0.14631751134751586,1.142256212024051,No
42,9867-JCZSP,female,0,Yes,Yes,-0.6283446565089227,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4641819699082799,-0.8228368762792375,No
43,4671-VJLCL,female,0,No,No,1.24587756220135,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.5003282332334644,1.1374472686544572,No
44,4080-IIARD,female,0,Yes,No,-0.7913205016141638,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.3790006149345245,-0.5743600959347432,No
45,3714-NTNFO,female,0,No,No,0.6754621043330061,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6548962949019775,0.7162235363499369,No
46,5948-UJZLF,male,0,No,No,-1.239504075653577,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,-0.5168293338754589,-0.9645683494427119,No
47,7760-OYPDY,female,0,No,No,-1.239504075653577,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.526920587929123,-0.9437663604632323,Yes
48,7639-LIAYI,male,0,No,No,0.7976939881619369,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.4970041888965074,0.8534769567426433,No
49,2954-PIBKO,female,0,Yes,Yes,1.4903413298592116,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),-0.021546727668825993,0.8694920617257846,No
50,8012-SOUDQ,female,1,No,No,0.4309983366751445,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.8460288442770204,0.6862448480963709,No
51,9420-LOJKX,female,0,No,No,-0.7098325790615433,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1402067680977384,-0.3780537333383605,Yes
52,6575-SUVOI,female,1,Yes,No,-0.3023929662984405,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.15628964435838757,-0.23411632284938455,No
53,7495-OOKFY,female,1,Yes,No,-0.9950403079957152,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.526920587929123,-0.727959511909416,Yes
54,4667-QONEA,female,1,Yes,Yes,1.1236456783724191,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),0.33412601638560113,0.9587222265423222,No
55,1658-BYGOY,male,1,No,No,-0.5876006952326125,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0188791497987983,-0.23416044159589464,Yes
56,8769-KKTPH,female,0,Yes,Yes,1.24587756220135,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1.1584890119510036,1.7770587961836308,No
57,5067-XJQFU,male,1,Yes,Yes,1.3681094460302807,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1.451004913603243,2.114633385105133,No
58,3957-SQXML,female,0,Yes,Yes,0.06430268518835199,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.3245721077560746,-0.6128095835182352,No
59,5954-BDFSG,female,0,No,No,1.6125732136881425,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.419426492402149,2.457590461100858,No
60,0434-CSFON,female,0,Yes,No,0.5939741817803856,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1867433888151402,1.0693499834162248,No
61,1215-FIGMP,male,0,No,No,1.1236456783724191,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.8343946890976701,1.3974169824648146,No
62,0526-SXDJP,male,0,Yes,No,1.6125732136881425,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),-0.7544985039679034,0.2994337380696746,No
63,0557-ASKVU,female,0,Yes,Yes,-0.5876006952326125,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),-0.3456410505221597,-0.5851030107099358,No
64,5698-BQJOH,female,0,No,No,-0.9542963467194049,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.9839766842607471,-0.6291555791002016,Yes
65,5122-CYFXA,female,0,No,No,-1.1987601143772666,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.3490842159019089,-0.8996696733264564,No
66,8627-ZYGSZ,male,0,Yes,No,0.5939741817803856,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,0.4687498120323708,0.6031251296714726,No
67,3410-YOQBQ,female,0,No,No,-0.05792919864057885,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.4787219450432425,0.09436980429105073,No
68,3170-NMYVV,female,0,Yes,Yes,0.7162060656093164,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.4841262359300234,-0.5966621222955638,No
69,7410-OIEDU,male,0,No,No,-0.9135523854430947,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.5003282332334644,-0.6158758364006823,No
70,2273-QCKXA,male,0,No,No,-1.2802480369298872,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,-0.5234774225493735,-0.9857232883942716,No
71,0731-EBJQB,female,0,Yes,Yes,0.7976939881619369,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,-1.4758161250876303,-0.5261824247457894,No
72,1891-QRQSA,male,1,Yes,Yes,1.2866215234776603,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.5557123102173966,2.124626281189655,No
73,8028-PNXHQ,male,0,Yes,Yes,1.2051336009250397,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.3478404181147754,-0.3788478707755411,No
74,5630-AHZIL,female,0,No,Yes,-1.1987601143772666,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.009912572489475751,-0.929096877248647,No
75,2673-CXQEU,female,1,No,No,0.960669833267178,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,1.5191478225108668,1.7013069084259078,No
76,6416-JNVRK,female,0,No,No,0.5532302205040753,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),-0.30409049631019386,0.17892338197752508,No
77,5590-ZSKRV,female,0,Yes,Yes,-0.9950403079957152,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,-0.3373309396797665,-0.7946008785128177,No
78,0191-ZHSKZ,male,1,No,No,-0.09867315991688912,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.33080197204864403,-0.07588443849115852,No
79,3887-PBQAO,female,0,Yes,Yes,0.512486259227765,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-1.2929936865549807,-0.47061486351640547,No
80,5919-TMRGD,female,0,No,Yes,-1.2802480369298872,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.48370801154867815,-0.9723553082017324,Yes
81,8108-UXRQN,female,0,Yes,Yes,-0.8728084241667844,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,-0.47361675749501453,-0.757938200162982,No
82,9191-MYQKX,female,0,Yes,No,-1.0357842692720254,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3440981493964733,-0.7881374821490981,Yes
83,9919-YLNNG,female,0,No,No,0.3902543753988342,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.2964368519347298,0.9018752216641471,No
84,0318-ZOPWS,female,0,Yes,No,0.6754621043330061,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.4841262359300234,-0.5779337144020558,No
85,4445-ZJNMU,male,0,No,No,-0.9542963467194049,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1468548567716528,-0.6020225499965326,No
86,4808-YNLEU,female,0,Yes,No,0.10504664646466226,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),-0.08802761440797156,-0.029934764000961456,No
87,1862-QRWPE,female,0,Yes,Yes,0.6347181430566958,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.4675060142452372,-0.5410283829464149,No
88,2796-NNUFI,female,0,Yes,Yes,0.5532302205040753,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4907743246039378,-0.5983386346629451,No
89,3016-KSVCP,male,0,Yes,No,-0.1394171211931994,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,-1.0320562061038352,-0.5620950844049546,No
90,4767-HZZHQ,male,0,Yes,Yes,-0.09867315991688912,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.5734572086465244,0.1265764892433733,No
91,2424-WVHPL,male,1,No,No,-1.2802480369298872,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,0.32913994988016554,-0.9744068299144488,No
92,7233-PAHHL,male,0,Yes,Yes,1.3681094460302807,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0.6382760732171912,1.5136919388920012,No
93,6067-NGCEU,female,0,No,No,1.3273654847539706,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.5374300663641316,2.128155780910457,No
94,9848-JQJTX,male,0,No,No,1.6125732136881425,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.2000395661629695,2.283475827999021,No
95,8637-XJIVR,female,0,No,No,-0.8320644628904741,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.47041183420084937,-0.59822833779667,Yes
96,9803-FTJCG,male,0,Yes,Yes,1.5718292524118322,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),0.06820246942901982,1.0877033819643973,No
97,0278-YXOOG,male,0,No,No,-1.117272191824646,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4542098368974081,-0.9571343406557717,Yes
98,3212-KXOCR,male,0,No,No,0.7976939881619369,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.4558718590658866,-0.5188807721983792,No
99,4598-XLKNJ,female,1,Yes,No,-0.3023929662984405,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1202625020759949,0.10200234743728616,Yes
100,6380-ARCEH,male,0,No,No,-1.2802480369298872,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4824642137615447,-0.9984515467624158,No
101,3679-XASPY,female,0,Yes,Yes,-1.2802480369298872,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.5073945462887242,-0.998782437361241,No
102,7123-WQUHX,male,0,No,No,0.2272785302935931,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),1.0039209502824906,0.5833819906082337,No
103,5386-THSLQ,female,1,Yes,No,1.3681094460302807,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),-0.6398189743428778,0.3282212201674698,No
104,3192-NQECA,male,0,Yes,No,1.4495973685829013,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.5025276008260804,2.3508892726663486,Yes
105,6180-YBIQI,male,0,No,No,-1.117272191824646,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.346178395946297,-0.963156549554391,No
106,6728-DKUCO,female,0,Yes,Yes,1.6125732136881425,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,1.3080710071140806,2.214650583443373,No
107,9750-BOOHV,female,0,No,No,-0.01718523736426857,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,-1.1517218022342968,-0.5980959815571398,No
108,8597-CWYHH,male,0,No,No,0.4309983366751445,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,0.9823146620922681,0.7226648733404015,No
109,2848-YXSMW,male,0,Yes,Yes,1.6125732136881425,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.509056568457203,-0.4059147217594451,No
110,0486-HECZI,male,0,Yes,No,0.9199258719908678,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1.0620917261792426,1.303973477356569,Yes
111,4549-ZDQYY,female,0,No,No,0.7976939881619369,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),-0.2276374765601766,0.3348390321439745,No
112,5712-AHQNN,female,0,No,No,0.4309983366751445,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.8925654649944222,0.7371358221956916,No
113,4846-WHAFZ,female,1,Yes,No,0.18653456901728283,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3889727479453962,0.25802829447001063,Yes
114,5256-SKJGO,female,0,Yes,Yes,1.2866215234776603,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,-0.33899296184824507,0.5030417532134674,No
115,3071-VBYPO,male,0,Yes,Yes,-1.1987601143772666,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,0.8327326669291911,-0.897772567226525,No
116,9560-BBZXK,female,0,No,No,0.14579060774097255,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),-1.1218054032016815,-0.5104320322417084,No
117,5299-RULOA,female,0,Yes,Yes,-0.9135523854430947,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.178433277972747,-0.5376532988383974,Yes
118,8402-OOOHJ,female,0,No,No,0.3495104141225239,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4675060142452372,-0.6389058220789184,No
119,9445-ZUEQE,male,0,Yes,Yes,-0.22090504374581996,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.6781646052606785,-0.05810458364761617,No
120,1091-SOZGA,female,0,Yes,Yes,0.960669833267178,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.1634750784564392,1.4259838708300596,No
121,2928-HLDBA,female,0,No,No,-1.0765282305483357,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4658439920767583,-0.957619646867382,No
122,0404-SWRVG,male,0,No,No,-1.1987601143772666,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3191678168692938,-0.9060889509436658,Yes
123,6497-TILVL,female,0,Yes,Yes,-1.0357842692720254,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,-0.46863069098957844,-0.8527935051595485,No
124,7219-TLZHO,female,0,Yes,Yes,-1.1580161531009563,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4608579255713225,-0.9796128420026324,No
125,4622-YNKIJ,male,0,No,No,0.023558723912041706,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,0.802816267896576,0.32839769515350997,No
126,4412-YLTKF,female,1,No,No,-0.22090504374581996,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.44049543516823375,-0.06520770183573112,Yes
127,6734-PSBAW,male,0,Yes,No,1.6125732136881425,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.3711087284734764,-0.24677840309776344,No
128,3930-ZGWVE,male,0,No,No,-1.2802480369298872,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4974224132778524,-0.9986500811217108,No
129,2639-UGMAZ,male,1,No,No,1.5718292524118322,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,-0.2774981416145356,0.7509229304800763,No
130,2876-GZYZC,female,0,No,No,-0.7913205016141638,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.703094937787858,-0.4710339916082507,No
131,6207-WIOLX,female,0,Yes,Yes,-0.3023929662984405,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),-0.20603118836995443,-0.3444131891244619,Yes
132,8587-XYZSF,male,0,No,No,1.408853407306591,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),-0.47361675749501453,0.43095172141607685,No
133,3091-FYHKI,male,0,No,No,-1.2802480369298872,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.9755474523755615,-0.991723437919636,Yes
134,2372-HWUHI,male,0,No,No,-1.239504075653577,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6797075063863649,-0.9715170520180417,Yes
135,7799-LGRDP,female,0,No,No,0.4309983366751445,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.2996417752288951,-0.48314458752525424,No
136,7850-VWJUU,female,0,No,No,-0.3838808888510611,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3391120828910372,-0.22271162687654159,No
137,3774-VBNXY,female,0,Yes,Yes,1.2866215234776603,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4824642137615447,-0.44363625002552154,No
